0	9.97229916897507
37.5	9.97229916897507
75	9.97229916897507
112.5	9.97229916897507
150	9.97229916897507
187.5	9.97229916897507
225	9.97229916897507
262.5	9.97229916897507
300	9.97229916897507
337.5	9.97229916897507
375	9.97229916897507
412.5	9.97229916897507
450	9.97229916897507
487.5	9.97229916897507
525	9.97229916897507
562.5	9.97229916897507
600	9.97229916897507
637.5	9.97229916897507
675	9.97229916897507
712.5	9.97229916897507
750	9.97229916897507
787.5	9.97229916897507
825	9.97229916897507
862.5	9.97229916897507
900	9.97229916897507
937.5	9.97229916897507
975	9.97229916897507
1012.5	9.97229916897507
1050	9.97229916897507
1087.5	9.97229916897507
1125	9.97229916897507
1162.5	9.97229916897507
1200	9.97229916897507
1237.5	9.97229916897507
1275	9.97229916897507
1312.5	9.97229916897507
1350	9.97229916897507
1387.5	9.97229916897507
1425	9.97229916897507
1462.5	9.97229916897507
1500	9.97229916897507
